# ID_Station Day Hour Value
7037 "2020-01-15" 07 9.000000


7037 "2020-01-01" 10 0.100000
7037 "2020-01-02" 10 5.000000
7037 "2020-01-03" 10 8.700000
7037 "2020-01-04" 10 2.900000
7037 "2020-01-05" 10 6.000000
7037 "2020-01-06" 10 1.800000
7037 "2020-01-07" 10 6.500000
7037 "2020-01-08" 10 11.000000
7037 "2020-01-09" 10 11.700000
7037 "2020-01-10" 10 6.100000
7037 "2020-01-11" 10 4.600000
7037 "2020-01-12" 10 7.700000
7037 "2020-01-13" 10 6.000000
7037 "2020-01-14" 10 10.300000
7037 "2020-01-15" 10 9.300000


7037 "2020-01-01" 13 2.900000
7037 "2020-01-02" 13 6.900000
7037 "2020-01-03" 13 9.500000
7037 "2020-01-04" 13 6.700000
7037 "2020-01-05" 13 7.100000
7037 "2020-01-06" 13 5.400000
7037 "2020-01-07" 13 8.400000
7037 "2020-01-08" 13 12.500000
7037 "2020-01-09" 13 12.200000
7037 "2020-01-10" 13 6.900000
7037 "2020-01-11" 13 6.900000
7037 "2020-01-12" 13 9.500000
7037 "2020-01-13" 13 7.700000
7037 "2020-01-14" 13 10.800000
7037 "2020-01-15" 13 10.300000


7037 "2020-01-01" 16 2.800000
7037 "2020-01-02" 16 7.600000
7037 "2020-01-03" 16 9.900000
7037 "2020-01-04" 16 7.400000
7037 "2020-01-05" 16 7.400000
7037 "2020-01-06" 16 6.400000
7037 "2020-01-07" 16 10.000000
7037 "2020-01-08" 16 12.300000
7037 "2020-01-09" 16 12.000000
7037 "2020-01-10" 16 6.700000
7037 "2020-01-11" 16 7.900000
7037 "2020-01-12" 16 10.900000
7037 "2020-01-13" 16 9.200000
7037 "2020-01-14" 16 11.200000
7037 "2020-01-15" 16 8.800000


7037 "2020-01-01" 19 3.400000
7037 "2020-01-02" 19 7.400000
7037 "2020-01-03" 19 7.200000
7037 "2020-01-04" 19 6.200000
7037 "2020-01-05" 19 6.500000
7037 "2020-01-06" 19 4.900000
7037 "2020-01-07" 19 9.700000
7037 "2020-01-08" 19 11.400000
7037 "2020-01-09" 19 11.000000
7037 "2020-01-10" 19 5.700000
7037 "2020-01-11" 19 6.400000
7037 "2020-01-12" 19 7.600000
7037 "2020-01-13" 19 9.700000
7037 "2020-01-14" 19 11.000000
7037 "2020-01-15" 19 5.000000


7037 "2020-01-01" 22 4.200000
7037 "2020-01-02" 22 8.100000
7037 "2020-01-03" 22 5.800000
7037 "2020-01-04" 22 6.000000
7037 "2020-01-05" 22 5.900000
7037 "2020-01-06" 22 5.200000
7037 "2020-01-07" 22 10.800000
7037 "2020-01-08" 22 11.200000
7037 "2020-01-09" 22 8.600000
7037 "2020-01-10" 22 5.000000
7037 "2020-01-11" 22 6.000000
7037 "2020-01-12" 22 4.300000
7037 "2020-01-13" 22 9.800000
7037 "2020-01-14" 22 10.400000
7037 "2020-01-15" 22 3.100000


7072 "2020-01-01" 01 -2.500000
7072 "2020-01-02" 01 0.800000
7072 "2020-01-03" 01 8.000000
7072 "2020-01-04" 01 5.400000
7072 "2020-01-05" 01 4.900000
7072 "2020-01-06" 01 -0.500000
7072 "2020-01-07" 01 6.000000
7072 "2020-01-08" 01 7.800000
7072 "2020-01-09" 01 11.000000
7072 "2020-01-10" 01 9.800000
7072 "2020-01-11" 01 2.500000
7072 "2020-01-12" 01 0.300000
7072 "2020-01-13" 01 7.400000
7072 "2020-01-14" 01 9.400000
7072 "2020-01-15" 01 10.900000


7072 "2020-01-01" 04 -1.800000
7072 "2020-01-02" 04 1.200000
7072 "2020-01-03" 04 8.100000
7072 "2020-01-04" 04 4.200000
7072 "2020-01-05" 04 2.000000
7072 "2020-01-06" 04 -1.900000
7072 "2020-01-07" 04 6.800000
7072 "2020-01-08" 04 9.100000
7072 "2020-01-09" 04 11.300000
7072 "2020-01-10" 04 9.200000
7072 "2020-01-11" 04 3.500000
7072 "2020-01-12" 04 0.400000
7072 "2020-01-13" 04 7.400000
7072 "2020-01-14" 04 9.100000
7072 "2020-01-15" 04 9.700000


7072 "2020-01-01" 07 -1.400000
7072 "2020-01-02" 07 1.800000
7072 "2020-01-03" 07 7.700000
7072 "2020-01-04" 07 1.700000
7072 "2020-01-05" 07 1.500000
7072 "2020-01-06" 07 -2.900000
7072 "2020-01-07" 07 7.100000
7072 "2020-01-08" 07 10.100000
7072 "2020-01-09" 07 11.400000
7072 "2020-01-10" 07 8.900000
7072 "2020-01-11" 07 0.800000
7072 "2020-01-12" 07 2.800000
7072 "2020-01-13" 07 7.100000
7072 "2020-01-14" 07 9.100000
7072 "2020-01-15" 07 7.900000


7072 "2020-01-01" 10 -0.200000
7072 "2020-01-02" 10 3.400000
7072 "2020-01-03" 10 8.100000
7072 "2020-01-04" 10 1.400000
7072 "2020-01-05" 10 2.900000
7072 "2020-01-06" 10 -0.600000
7072 "2020-01-07" 10 6.200000
7072 "2020-01-08" 10 11.200000
7072 "2020-01-09" 10 11.800000
