ID OMM station;Coordonnees;Humidité
7471;45.074501,3.764000;91
7168;48.324669,4.020000;91
7558;44.118500,3.019500;91
7027;49.180000,-0.456167;91
7280;47.267834,5.088333;91
7240;47.444500,0.727333;91
7558;44.118500,3.019500;91
7117;48.825832,-3.473167;91
7650;43.437668,5.216000;91
7168;48.324669,4.020000;91
7168;48.324669,4.020000;91
7761;41.917999,8.792667;91
7149;48.716831,2.384333;91
7027;49.180000,-0.456167;91
7020;49.725166,-1.939833;91
7072;49.209667,4.155333;91
7005;50.136002,1.834000;91
7650;43.437668,5.216000;91
7335;46.593834,0.314333;91
7139;48.445499,0.110167;91
7471;45.074501,3.764000;91
7299;47.614334,7.510000;91
7130;48.068832,-1.734000;91
7621;43.188000,0.000000;91
7020;49.725166,-1.939833;91
7005;50.136002,1.834000;91
7149;48.716831,2.384333;91
7117;48.825832,-3.473167;91
7168;48.324669,4.020000;91
7020;49.725166,-1.939833;91
7037;49.382999,1.181667;91
7627;43.005333,1.106833;91
7607;43.909832,-0.500167;91
7117;48.825832,-3.473167;91
7460;45.786835,3.149333;91
7130;48.068832,-1.734000;91
7072;49.209667,4.155333;91
7139;48.445499,0.110167;91
7110;48.444168,-4.412000;91
7577;44.581165,4.733000;91
7240;47.444500,0.727333;91
7314;46.046833,-1.411500;91
7027;49.180000,-0.456167;91
7643;43.577000,3.963167;91
7481;45.726501,5.077833;91
7510;44.830666,-0.691333;91
7005;50.136002,1.834000;91
7630;43.620998,1.378833;91
7335;46.593834,0.314333;91
7027;49.180000,-0.456167;91
7471;45.074501,3.764000;91
7607;43.909832,-0.500167;91
7168;48.324669,4.020000;91
7643;43.577000,3.963167;91
7577;44.581165,4.733000;91
7020;49.725166,-1.939833;91
7621;43.188000,0.000000;91
7255;47.059166,2.359833;91
7020;49.725166,-1.939833;91
7747;42.737167,2.872833;91
7255;47.059166,2.359833;91
7149;48.716831,2.384333;91
7149;48.716831,2.384333;91
7015;50.570000,3.097500;91
7335;46.593834,0.314333;91
7130;48.068832,-1.734000;91
7149;48.716831,2.384333;91
7015;50.570000,3.097500;91
7280;47.267834,5.088333;91
7240;47.444500,0.727333;91
7643;43.577000,3.963167;91
7027;49.180000,-0.456167;91
7072;49.209667,4.155333;91
7005;50.136002,1.834000;91
7005;50.136002,1.834000;91
7621;43.188000,0.000000;91
7037;49.382999,1.181667;91
7240;47.444500,0.727333;91
7607;43.909832,-0.500167;91
7255;47.059166,2.359833;91
7072;49.209667,4.155333;91
7015;50.570000,3.097500;91
7650;43.437668,5.216000;91
7117;48.825832,-3.473167;90
7621;43.188000,0.000000;90
7149;48.716831,2.384333;90
7240;47.444500,0.727333;90
7558;44.118500,3.019500;90
7510;44.830666,-0.691333;90
7280;47.267834,5.088333;90
7037;49.382999,1.181667;90
7661;43.079334,5.940833;90
7630;43.620998,1.378833;90
7015;50.570000,3.097500;90
7630;43.620998,1.378833;90
7190;48.549500,7.640333;90
7149;48.716831,2.384333;90
7558;44.118500,3.019500;90
7280;47.267834,5.088333;90
7460;45.786835,3.149333;90
7190;48.549500,7.640333;90
7630;43.620998,1.378833;90
7037;49.382999,1.181667;90
7643;43.577000,3.963167;90
7207;47.294334,-3.218333;90
7643;43.577000,3.963167;90
7037;49.382999,1.181667;90
7139;48.445499,0.110167;90
7015;50.570000,3.097500;90
7020;49.725166,-1.939833;90
7190;48.549500,7.640333;90
7510;44.830666,-0.691333;90
7434;45.861168,1.175000;90
7005;50.136002,1.834000;90
7460;45.786835,3.149333;90
7558;44.118500,3.019500;90
7139;48.445499,0.110167;90
7761;41.917999,8.792667;90
7027;49.180000,-0.456167;90
7471;45.074501,3.764000;90
7747;42.737167,2.872833;90
7255;47.059166,2.359833;90
7535;44.744999,1.396667;90
7299;47.614334,7.510000;90
7240;47.444500,0.727333;90
7460;45.786835,3.149333;90
7130;48.068832,-1.734000;90
7020;49.725166,-1.939833;90
7190;48.549500,7.640333;90
7130;48.068832,-1.734000;90
7168;48.324669,4.020000;90
7607;43.909832,-0.500167;90
7117;48.825832,-3.473167;90
7207;47.294334,-3.218333;90
7314;46.046833,-1.411500;90
7117;48.825832,-3.473167;90
7621;43.188000,0.000000;90
7240;47.444500,0.727333;90
7434;45.861168,1.175000;90
7149;48.716831,2.384333;90
7535;44.744999,1.396667;90
7110;48.444168,-4.412000;90
7790;42.540668,9.485167;90
7643;43.577000,3.963167;90
7621;43.188000,0.000000;90
7761;41.917999,8.792667;90
7020;49.725166,-1.939833;90
7621;43.188000,0.000000;90
7037;49.382999,1.181667;90
7627;43.005333,1.106833;90
7037;49.382999,1.181667;90
7471;45.074501,3.764000;90
7460;45.786835,3.149333;90
7139;48.445499,0.110167;90
7627;43.005333,1.106833;90
7471;45.074501,3.764000;90
7240;47.444500,0.727333;90
7661;43.079334,5.940833;90
7661;43.079334,5.940833;90
7149;48.716831,2.384333;90
7607;43.909832,-0.500167;90
7222;47.150002,-1.608833;90
7117;48.825832,-3.473167;90
7149;48.716831,2.384333;90
7471;45.074501,3.764000;90
7027;49.180000,-0.456167;90
7072;49.209667,4.155333;90
7005;50.136002,1.834000;90
7072;49.209667,4.155333;90
7471;45.074501,3.764000;90
7761;41.917999,8.792667;90
7661;43.079334,5.940833;90
7207;47.294334,-3.218333;90
7650;43.437668,5.216000;90
7130;48.068832,-1.734000;90
7255;47.059166,2.359833;90
7117;48.825832,-3.473167;90
7621;43.188000,0.000000;90
7630;43.620998,1.378833;90
7747;42.737167,2.872833;90
7149;48.716831,2.384333;90
7747;42.737167,2.872833;90
7280;47.267834,5.088333;90
7761;41.917999,8.792667;90
7747;42.737167,2.872833;90
7650;43.437668,5.216000;90
7471;45.074501,3.764000;90
7747;42.737167,2.872833;90
7650;43.437668,5.216000;90
7299;47.614334,7.510000;90
7130;48.068832,-1.734000;90
7117;48.825832,-3.473167;90
7020;49.725166,-1.939833;90
7181;48.581001,5.959833;90
7240;47.444500,0.727333;90
7627;43.005333,1.106833;90
7072;49.209667,4.155333;90
7117;48.825832,-3.473167;90
7650;43.437668,5.216000;90
7130;48.068832,-1.734000;90
7621;43.188000,0.000000;90
7005;50.136002,1.834000;90
7643;43.577000,3.963167;90
7761;41.917999,8.792667;90
7072;49.209667,4.155333;90
7117;48.825832,-3.473167;90
7072;49.209667,4.155333;90
7027;49.180000,-0.456167;90
7110;48.444168,-4.412000;90
7110;48.444168,-4.412000;90
7190;48.549500,7.640333;90
7558;44.118500,3.019500;90
7222;47.150002,-1.608833;90
7255;47.059166,2.359833;90
7661;43.079334,5.940833;90
7510;44.830666,-0.691333;90
7130;48.068832,-1.734000;90
7037;49.382999,1.181667;90
7072;49.209667,4.155333;90
7535;44.744999,1.396667;90
7240;47.444500,0.727333;90
7314;46.046833,-1.411500;90
7335;46.593834,0.314333;90
7255;47.059166,2.359833;90
7207;47.294334,-3.218333;90
7015;50.570000,3.097500;90
7117;48.825832,-3.473167;90
7255;47.059166,2.359833;90
7460;45.786835,3.149333;90
7299;47.614334,7.510000;90
7643;43.577000,3.963167;90
7621;43.188000,0.000000;90
7577;44.581165,4.733000;90
7535;44.744999,1.396667;90
7005;50.136002,1.834000;90
7761;41.917999,8.792667;90
7481;45.726501,5.077833;90
7650;43.437668,5.216000;90
7130;48.068832,-1.734000;90
7168;48.324669,4.020000;90
7661;43.079334,5.940833;90
7471;45.074501,3.764000;90
7577;44.581165,4.733000;90
7535;44.744999,1.396667;90
7643;43.577000,3.963167;90
7558;44.118500,3.019500;90
7207;47.294334,-3.218333;90
7607;43.909832,-0.500167;90
7117;48.825832,-3.473167;90
7027;49.180000,-0.456167;90
7027;49.180000,-0.456167;90
7190;48.549500,7.640333;89
7299;47.614334,7.510000;89
7434;45.861168,1.175000;89
7299;47.614334,7.510000;89
7434;45.861168,1.175000;89
7535;44.744999,1.396667;89
7621;43.188000,0.000000;89
7761;41.917999,8.792667;89
7005;50.136002,1.834000;89
7761;41.917999,8.792667;89
7471;45.074501,3.764000;89
7460;45.786835,3.149333;89
7607;43.909832,-0.500167;89
7510;44.830666,-0.691333;89
7168;48.324669,4.020000;89
7139;48.445499,0.110167;89
7181;48.581001,5.959833;89
7110;48.444168,-4.412000;89
7240;47.444500,0.727333;89
7661;43.079334,5.940833;89
7471;45.074501,3.764000;89
7037;49.382999,1.181667;89
7621;43.188000,0.000000;89
7790;42.540668,9.485167;89
7037;49.382999,1.181667;89
7630;43.620998,1.378833;89
7015;50.570000,3.097500;89
7190;48.549500,7.640333;89
7130;48.068832,-1.734000;89
7460;45.786835,3.149333;89
7139;48.445499,0.110167;89
7630;43.620998,1.378833;89
7335;46.593834,0.314333;89
7471;45.074501,3.764000;89
7558;44.118500,3.019500;89
7027;49.180000,-0.456167;89
7130;48.068832,-1.734000;89
7015;50.570000,3.097500;89
7471;45.074501,3.764000;89
7643;43.577000,3.963167;89
7747;42.737167,2.872833;89
7627;43.005333,1.106833;89
7577;44.581165,4.733000;89
7650;43.437668,5.216000;89
7299;47.614334,7.510000;89
7607;43.909832,-0.500167;89
7558;44.118500,3.019500;89
7643;43.577000,3.963167;89
7761;41.917999,8.792667;89
7037;49.382999,1.181667;89
7222;47.150002,-1.608833;89
7790;42.540668,9.485167;89
7240;47.444500,0.727333;89
7558;44.118500,3.019500;89
7255;47.059166,2.359833;89
7607;43.909832,-0.500167;89
7621;43.188000,0.000000;89
7761;41.917999,8.792667;89
7630;43.620998,1.378833;89
7761;41.917999,8.792667;89
7015;50.570000,3.097500;89
7190;48.549500,7.640333;89
7761;41.917999,8.792667;89
7471;45.074501,3.764000;89
7650;43.437668,5.216000;89
7577;44.581165,4.733000;89
7627;43.005333,1.106833;89
7207;47.294334,-3.218333;89
7335;46.593834,0.314333;89
7117;48.825832,-3.473167;89
7240;47.444500,0.727333;89
7149;48.716831,2.384333;89
7481;45.726501,5.077833;89
7299;47.614334,7.510000;89
7037;49.382999,1.181667;89
7072;49.209667,4.155333;89
7005;50.136002,1.834000;89
7037;49.382999,1.181667;89
7661;43.079334,5.940833;89
7280;47.267834,5.088333;89
7299;47.614334,7.510000;89
7015;50.570000,3.097500;89
7005;50.136002,1.834000;89
7630;43.620998,1.378833;89
7621;43.188000,0.000000;89
7630;43.620998,1.378833;89
7005;50.136002,1.834000;89
7790;42.540668,9.485167;89
7790;42.540668,9.485167;89
7314;46.046833,-1.411500;89
7650;43.437668,5.216000;89
7510;44.830666,-0.691333;89
7314;46.046833,-1.411500;89
7222;47.150002,-1.608833;89
7005;50.136002,1.834000;89
7460;45.786835,3.149333;89
7015;50.570000,3.097500;89
7222;47.150002,-1.608833;89
7015;50.570000,3.097500;89
7168;48.324669,4.020000;89
7190;48.549500,7.640333;89
7168;48.324669,4.020000;89
7110;48.444168,-4.412000;89
7255;47.059166,2.359833;89
7471;45.074501,3.764000;89
7190;48.549500,7.640333;89
7314;46.046833,-1.411500;89
7207;47.294334,-3.218333;89
7240;47.444500,0.727333;89
7130;48.068832,-1.734000;89
7027;49.180000,-0.456167;89
7255;47.059166,2.359833;89
7110;48.444168,-4.412000;89
7643;43.577000,3.963167;89
7222;47.150002,-1.608833;89
7222;47.150002,-1.608833;89
7621;43.188000,0.000000;89
7335;46.593834,0.314333;89
7149;48.716831,2.384333;89
7027;49.180000,-0.456167;89
7130;48.068832,-1.734000;89
7110;48.444168,-4.412000;89
7110;48.444168,-4.412000;89
7481;45.726501,5.077833;89
7149;48.716831,2.384333;89
7130;48.068832,-1.734000;89
7020;49.725166,-1.939833;89
7037;49.382999,1.181667;89
7761;41.917999,8.792667;89
7510;44.830666,-0.691333;89
7168;48.324669,4.020000;89
7471;45.074501,3.764000;89
7627;43.005333,1.106833;89
7335;46.593834,0.314333;89
7558;44.118500,3.019500;89
7577;44.581165,4.733000;89
7535;44.744999,1.396667;89
7481;45.726501,5.077833;89
7190;48.549500,7.640333;89
7037;49.382999,1.181667;89
7117;48.825832,-3.473167;89
7299;47.614334,7.510000;89
7222;47.150002,-1.608833;89
7005;50.136002,1.834000;89
7650;43.437668,5.216000;89
7558;44.118500,3.019500;89
7207;47.294334,-3.218333;89
7761;41.917999,8.792667;88
7020;49.725166,-1.939833;88
7460;45.786835,3.149333;88
7643;43.577000,3.963167;88
7027;49.180000,-0.456167;88
7314;46.046833,-1.411500;88
7072;49.209667,4.155333;88
7280;47.267834,5.088333;88
7110;48.444168,-4.412000;88
7299;47.614334,7.510000;88
7299;47.614334,7.510000;88
7761;41.917999,8.792667;88
7607;43.909832,-0.500167;88
7027;49.180000,-0.456167;88
7790;42.540668,9.485167;88
7607;43.909832,-0.500167;88
7471;45.074501,3.764000;88
7481;45.726501,5.077833;88
7037;49.382999,1.181667;88
7207;47.294334,-3.218333;88
7558;44.118500,3.019500;88
7621;43.188000,0.000000;88
7510;44.830666,-0.691333;88
7335;46.593834,0.314333;88
7577;44.581165,4.733000;88
7434;45.861168,1.175000;88
7037;49.382999,1.181667;88
7168;48.324669,4.020000;88
7130;48.068832,-1.734000;88
7761;41.917999,8.792667;88
7761;41.917999,8.792667;88
7558;44.118500,3.019500;88
7005;50.136002,1.834000;88
7558;44.118500,3.019500;88
7621;43.188000,0.000000;88
7627;43.005333,1.106833;88
7168;48.324669,4.020000;88
7130;48.068832,-1.734000;88
7471;45.074501,3.764000;88
7222;47.150002,-1.608833;88
7434;45.861168,1.175000;88
7005;50.136002,1.834000;88
7747;42.737167,2.872833;88
7222;47.150002,-1.608833;88
7149;48.716831,2.384333;88
7299;47.614334,7.510000;88
7139;48.445499,0.110167;88
7558;44.118500,3.019500;88
7643;43.577000,3.963167;88
7020;49.725166,-1.939833;88
7027;49.180000,-0.456167;88
7335;46.593834,0.314333;88
7510;44.830666,-0.691333;88
7630;43.620998,1.378833;88
7510;44.830666,-0.691333;88
7535;44.744999,1.396667;88
7627;43.005333,1.106833;88
7481;45.726501,5.077833;88
7149;48.716831,2.384333;88
7240;47.444500,0.727333;88
7255;47.059166,2.359833;88
7240;47.444500,0.727333;88
7630;43.620998,1.378833;88
7139;48.445499,0.110167;88
7535;44.744999,1.396667;88
7510;44.830666,-0.691333;88
7314;46.046833,-1.411500;88
7207;47.294334,-3.218333;88
7181;48.581001,5.959833;88
7117;48.825832,-3.473167;88
7607;43.909832,-0.500167;88
7020;49.725166,-1.939833;88
7643;43.577000,3.963167;88
7072;49.209667,4.155333;88
7181;48.581001,5.959833;88
7222;47.150002,-1.608833;88
7139;48.445499,0.110167;88
7240;47.444500,0.727333;88
7037;49.382999,1.181667;88
7650;43.437668,5.216000;88
7577;44.581165,4.733000;88
7240;47.444500,0.727333;88
7481;45.726501,5.077833;88
7607;43.909832,-0.500167;88
7621;43.188000,0.000000;88
7181;48.581001,5.959833;88
7314;46.046833,-1.411500;88
7240;47.444500,0.727333;88
7139;48.445499,0.110167;88
7037;49.382999,1.181667;88
7650;43.437668,5.216000;88
7240;47.444500,0.727333;88
7510;44.830666,-0.691333;88
7535;44.744999,1.396667;88
7110;48.444168,-4.412000;88
7535;44.744999,1.396667;88
7190;48.549500,7.640333;88
7627;43.005333,1.106833;88
7299;47.614334,7.510000;88
7314;46.046833,-1.411500;88
7627;43.005333,1.106833;88
7761;41.917999,8.792667;88
7460;45.786835,3.149333;88
7207;47.294334,-3.218333;88
7130;48.068832,-1.734000;88
7650;43.437668,5.216000;88
7761;41.917999,8.792667;88
7299;47.614334,7.510000;88
7149;48.716831,2.384333;88
7481;45.726501,5.077833;88
7627;43.005333,1.106833;88
7314;46.046833,-1.411500;88
7607;43.909832,-0.500167;88
7110;48.444168,-4.412000;88
7015;50.570000,3.097500;88
7747;42.737167,2.872833;88
7577;44.581165,4.733000;88
7460;45.786835,3.149333;88
7015;50.570000,3.097500;88
7149;48.716831,2.384333;88
7314;46.046833,-1.411500;88
7471;45.074501,3.764000;88
7460;45.786835,3.149333;88
7015;50.570000,3.097500;88
7222;47.150002,-1.608833;88
7181;48.581001,5.959833;88
7761;41.917999,8.792667;88
7005;50.136002,1.834000;88
7072;49.209667,4.155333;88
7015;50.570000,3.097500;88
7110;48.444168,-4.412000;88
7481;45.726501,5.077833;88
7027;49.180000,-0.456167;88
7335;46.593834,0.314333;88
7630;43.620998,1.378833;88
7761;41.917999,8.792667;88
7020;49.725166,-1.939833;88
7130;48.068832,-1.734000;88
7207;47.294334,-3.218333;88
7240;47.444500,0.727333;88
7434;45.861168,1.175000;88
7015;50.570000,3.097500;88
7643;43.577000,3.963167;88
7072;49.209667,4.155333;88
7661;43.079334,5.940833;88
7591;44.565666,6.502333;88
7481;45.726501,5.077833;88
7015;50.570000,3.097500;88
7110;48.444168,-4.412000;88
7190;48.549500,7.640333;88
7607;43.909832,-0.500167;88
7027;49.180000,-0.456167;88
7510;44.830666,-0.691333;88
7761;41.917999,8.792667;88
7072;49.209667,4.155333;88
7790;42.540668,9.485167;87
7790;42.540668,9.485167;87
7299;47.614334,7.510000;87
7299;47.614334,7.510000;87
7481;45.726501,5.077833;87
7661;43.079334,5.940833;87
7747;42.737167,2.872833;87
7471;45.074501,3.764000;87
7643;43.577000,3.963167;87
7020;49.725166,-1.939833;87
7255;47.059166,2.359833;87
7020;49.725166,-1.939833;87
7607;43.909832,-0.500167;87
7168;48.324669,4.020000;87
7627;43.005333,1.106833;87
7747;42.737167,2.872833;87
7790;42.540668,9.485167;87
7607;43.909832,-0.500167;87
7005;50.136002,1.834000;87
7181;48.581001,5.959833;87
7790;42.540668,9.485167;87
7255;47.059166,2.359833;87
7117;48.825832,-3.473167;87
7240;47.444500,0.727333;87
7027;49.180000,-0.456167;87
7630;43.620998,1.378833;87
7005;50.136002,1.834000;87
7072;49.209667,4.155333;87
7460;45.786835,3.149333;87
7015;50.570000,3.097500;87
7222;47.150002,-1.608833;87
7222;47.150002,-1.608833;87
7761;41.917999,8.792667;87
7643;43.577000,3.963167;87
7761;41.917999,8.792667;87
7314;46.046833,-1.411500;87
7222;47.150002,-1.608833;87
7607;43.909832,-0.500167;87
7790;42.540668,9.485167;87
7535;44.744999,1.396667;87
7255;47.059166,2.359833;87
7460;45.786835,3.149333;87
7130;48.068832,-1.734000;87
7747;42.737167,2.872833;87
7299;47.614334,7.510000;87
7747;42.737167,2.872833;87
7240;47.444500,0.727333;87
7207;47.294334,-3.218333;87
7222;47.150002,-1.608833;87
7130;48.068832,-1.734000;87
7314;46.046833,-1.411500;87
7661;43.079334,5.940833;87
7240;47.444500,0.727333;87
7747;42.737167,2.872833;87
7139;48.445499,0.110167;87
7299;47.614334,7.510000;87
7471;45.074501,3.764000;87
7535;44.744999,1.396667;87
7168;48.324669,4.020000;87
7650;43.437668,5.216000;87
7072;49.209667,4.155333;87
7314;46.046833,-1.411500;87
7661;43.079334,5.940833;87
7072;49.209667,4.155333;87
7255;47.059166,2.359833;87
7072;49.209667,4.155333;87
7222;47.150002,-1.608833;87
7627;43.005333,1.106833;87
7643;43.577000,3.963167;87
7299;47.614334,7.510000;87
7117;48.825832,-3.473167;87
7747;42.737167,2.872833;87
7020;49.725166,-1.939833;87
7481;45.726501,5.077833;87
7072;49.209667,4.155333;87
7747;42.737167,2.872833;87
7747;42.737167,2.872833;87
7299;47.614334,7.510000;87
7314;46.046833,-1.411500;87
7139;48.445499,0.110167;87
7255;47.059166,2.359833;87
7005;50.136002,1.834000;87
7630;43.620998,1.378833;87
7790;42.540668,9.485167;87
7181;48.581001,5.959833;87
7015;50.570000,3.097500;87
7139;48.445499,0.110167;87
7015;50.570000,3.097500;87
7434;45.861168,1.175000;87
7190;48.549500,7.640333;87
7621;43.188000,0.000000;87
7558;44.118500,3.019500;87
7037;49.382999,1.181667;87
7558;44.118500,3.019500;87
7471;45.074501,3.764000;87
7535;44.744999,1.396667;87
7027;49.180000,-0.456167;87
7627;43.005333,1.106833;87
7130;48.068832,-1.734000;87
7747;42.737167,2.872833;87
7181;48.581001,5.959833;87
7535;44.744999,1.396667;87
7015;50.570000,3.097500;87
7190;48.549500,7.640333;87
7280;47.267834,5.088333;87
7181;48.581001,5.959833;87
7190;48.549500,7.640333;87
7335;46.593834,0.314333;87
7558;44.118500,3.019500;87
7761;41.917999,8.792667;87
7222;47.150002,-1.608833;87
7627;43.005333,1.106833;87
7314;46.046833,-1.411500;87
7460;45.786835,3.149333;87
7027;49.180000,-0.456167;87
7181;48.581001,5.959833;87
7110;48.444168,-4.412000;87
7747;42.737167,2.872833;87
7207;47.294334,-3.218333;87
7190;48.549500,7.640333;87
7020;49.725166,-1.939833;87
7558;44.118500,3.019500;87
7299;47.614334,7.510000;87
7630;43.620998,1.378833;87
7149;48.716831,2.384333;87
7335;46.593834,0.314333;87
7314;46.046833,-1.411500;87
7627;43.005333,1.106833;87
7761;41.917999,8.792667;87
7037;49.382999,1.181667;87
7510;44.830666,-0.691333;87
7139;48.445499,0.110167;87
7020;49.725166,-1.939833;87
7577;44.581165,4.733000;87
7607;43.909832,-0.500167;87
7149;48.716831,2.384333;87
7460;45.786835,3.149333;87
7621;43.188000,0.000000;87
7761;41.917999,8.792667;87
7072;49.209667,4.155333;87
7037;49.382999,1.181667;87
7027;49.180000,-0.456167;87
7190;48.549500,7.640333;87
7207;47.294334,-3.218333;87
7335;46.593834,0.314333;87
7190;48.549500,7.640333;87
7607;43.909832,-0.500167;87
7460;45.786835,3.149333;87
7650;43.437668,5.216000;87
7621;43.188000,0.000000;87
7460;45.786835,3.149333;87
7072;49.209667,4.155333;87
7621;43.188000,0.000000;87
7577;44.581165,4.733000;87
7627;43.005333,1.106833;87
7314;46.046833,-1.411500;87
7643;43.577000,3.963167;86
7627;43.005333,1.106833;86
7650;43.437668,5.216000;86
7130;48.068832,-1.734000;86
7005;50.136002,1.834000;86
7630;43.620998,1.378833;86
7643;43.577000,3.963167;86
7020;49.725166,-1.939833;86
7280;47.267834,5.088333;86
7535;44.744999,1.396667;86
7510;44.830666,-0.691333;86
7643;43.577000,3.963167;86
7020;49.725166,-1.939833;86
7558;44.118500,3.019500;86
7630;43.620998,1.378833;86
7630;43.620998,1.378833;86
7621;43.188000,0.000000;86
7471;45.074501,3.764000;86
7630;43.620998,1.378833;86
7139;48.445499,0.110167;86
7299;47.614334,7.510000;86
7015;50.570000,3.097500;86
7650;43.437668,5.216000;86
7015;50.570000,3.097500;86
7630;43.620998,1.378833;86
7168;48.324669,4.020000;86
7149;48.716831,2.384333;86
7110;48.444168,-4.412000;86
7015;50.570000,3.097500;86
7747;42.737167,2.872833;86
7761;41.917999,8.792667;86
7149;48.716831,2.384333;86
7335;46.593834,0.314333;86
7207;47.294334,-3.218333;86
7761;41.917999,8.792667;86
7027;49.180000,-0.456167;86
7149;48.716831,2.384333;86
7130;48.068832,-1.734000;86
7130;48.068832,-1.734000;86
7481;45.726501,5.077833;86
7015;50.570000,3.097500;86
7790;42.540668,9.485167;86
7577;44.581165,4.733000;86
7130;48.068832,-1.734000;86
7481;45.726501,5.077833;86
7280;47.267834,5.088333;86
7005;50.136002,1.834000;86
7020;49.725166,-1.939833;86
7015;50.570000,3.097500;86
7280;47.267834,5.088333;86
7168;48.324669,4.020000;86
7207;47.294334,-3.218333;86
7072;49.209667,4.155333;86
7627;43.005333,1.106833;86
7460;45.786835,3.149333;86
7240;47.444500,0.727333;86
7761;41.917999,8.792667;86
7110;48.444168,-4.412000;86
7630;43.620998,1.378833;86
7577;44.581165,4.733000;86
7020;49.725166,-1.939833;86
7661;43.079334,5.940833;86
7747;42.737167,2.872833;86
7607;43.909832,-0.500167;86
7149;48.716831,2.384333;86
7222;47.150002,-1.608833;86
7207;47.294334,-3.218333;86
7181;48.581001,5.959833;86
7005;50.136002,1.834000;86
7149;48.716831,2.384333;86
7020;49.725166,-1.939833;86
7020;49.725166,-1.939833;86
7621;43.188000,0.000000;86
7761;41.917999,8.792667;86
7558;44.118500,3.019500;86
7314;46.046833,-1.411500;86
7577;44.581165,4.733000;86
7558;44.118500,3.019500;86
7314;46.046833,-1.411500;86
7037;49.382999,1.181667;86
7015;50.570000,3.097500;86
7037;49.382999,1.181667;86
7072;49.209667,4.155333;86
7761;41.917999,8.792667;86
7558;44.118500,3.019500;86
7661;43.079334,5.940833;86
7168;48.324669,4.020000;86
7168;48.324669,4.020000;86
7460;45.786835,3.149333;86
7280;47.267834,5.088333;86
7037;49.382999,1.181667;86
7117;48.825832,-3.473167;86
7577;44.581165,4.733000;86
7761;41.917999,8.792667;86
7761;41.917999,8.792667;86
7207;47.294334,-3.218333;86
7314;46.046833,-1.411500;86
7299;47.614334,7.510000;86
7130;48.068832,-1.734000;86
7168;48.324669,4.020000;86
7661;43.079334,5.940833;86
7690;43.648834,7.209000;86
7117;48.825832,-3.473167;86
7190;48.549500,7.640333;86
7761;41.917999,8.792667;86
7005;50.136002,1.834000;86
7460;45.786835,3.149333;86
7627;43.005333,1.106833;86
7460;45.786835,3.149333;86
7471;45.074501,3.764000;86
7761;41.917999,8.792667;86
7335;46.593834,0.314333;86
7621;43.188000,0.000000;86
7510;44.830666,-0.691333;86
7510;44.830666,-0.691333;86
7222;47.150002,-1.608833;86
7130;48.068832,-1.734000;86
7761;41.917999,8.792667;86
7072;49.209667,4.155333;86
7630;43.620998,1.378833;86
7117;48.825832,-3.473167;86
7130;48.068832,-1.734000;86
7630;43.620998,1.378833;86
7037;49.382999,1.181667;86
7072;49.209667,4.155333;86
7481;45.726501,5.077833;86
7130;48.068832,-1.734000;86
7005;50.136002,1.834000;86
7117;48.825832,-3.473167;86
7240;47.444500,0.727333;86
7630;43.620998,1.378833;86
7643;43.577000,3.963167;86
7015;50.570000,3.097500;86
7471;45.074501,3.764000;86
7072;49.209667,4.155333;86
7747;42.737167,2.872833;86
7240;47.444500,0.727333;86
7481;45.726501,5.077833;86
7650;43.437668,5.216000;86
7015;50.570000,3.097500;86
7335;46.593834,0.314333;86
7577;44.581165,4.733000;86
7761;41.917999,8.792667;86
7015;50.570000,3.097500;86
7005;50.136002,1.834000;86
7535;44.744999,1.396667;86
7117;48.825832,-3.473167;86
7481;45.726501,5.077833;86
7335;46.593834,0.314333;86
7434;45.861168,1.175000;86
7577;44.581165,4.733000;85
7130;48.068832,-1.734000;85
7255;47.059166,2.359833;85
7130;48.068832,-1.734000;85
7630;43.620998,1.378833;85
7181;48.581001,5.959833;85
7027;49.180000,-0.456167;85
7627;43.005333,1.106833;85
7110;48.444168,-4.412000;85
7761;41.917999,8.792667;85
7037;49.382999,1.181667;85
7621;43.188000,0.000000;85
7314;46.046833,-1.411500;85
7471;45.074501,3.764000;85
7761;41.917999,8.792667;85
7510;44.830666,-0.691333;85
7577;44.581165,4.733000;85
7434;45.861168,1.175000;85
7314;46.046833,-1.411500;85
7314;46.046833,-1.411500;85
7037;49.382999,1.181667;85
7650;43.437668,5.216000;85
7072;49.209667,4.155333;85
7481;45.726501,5.077833;85
7471;45.074501,3.764000;85
7149;48.716831,2.384333;85
7037;49.382999,1.181667;85
7790;42.540668,9.485167;85
7558;44.118500,3.019500;85
7471;45.074501,3.764000;85
7535;44.744999,1.396667;85
7335;46.593834,0.314333;85
7117;48.825832,-3.473167;85
7621;43.188000,0.000000;85
7299;47.614334,7.510000;85
7761;41.917999,8.792667;85
7471;45.074501,3.764000;85
7015;50.570000,3.097500;85
7577;44.581165,4.733000;85
7535;44.744999,1.396667;85
7577;44.581165,4.733000;85
7130;48.068832,-1.734000;85
7020;49.725166,-1.939833;85
7222;47.150002,-1.608833;85
7110;48.444168,-4.412000;85
7460;45.786835,3.149333;85
7790;42.540668,9.485167;85
7661;43.079334,5.940833;85
7761;41.917999,8.792667;85
7240;47.444500,0.727333;85
7314;46.046833,-1.411500;85
7130;48.068832,-1.734000;85
7005;50.136002,1.834000;85
7621;43.188000,0.000000;85
7661;43.079334,5.940833;85
7280;47.267834,5.088333;85
7661;43.079334,5.940833;85
